,Tanggal,RH_avg,Tavg,RR,ss
1238,2015-04-22 00:00:00,25.3,96,10,3.1
1239,2015-04-23 00:00:00,27.3,85,3.7,3.9
1240,2015-04-24 00:00:00,26.6,89,13.3,3.6
1241,2015-04-25 00:00:00,26.3,90,60.4,5
1242,2015-04-26 00:00:00,26.1,91,9.5,4.6
1243,2015-04-27 00:00:00,27.1,85,86.7,1.3
1244,2015-04-28 00:00:00,26.5,82,13.7,3.8
1245,2015-04-29 00:00:00,27.4,81,14.2,3.9
1246,2015-04-30 00:00:00,27.4,81,14.7,6.3
1247,01-05-2015,3.5,10.5,0.2,1.2
1248,02-05-2015,3.6,10.9,0.2,1.3
1249,03-05-2015,3.7,11.2,0.2,1.3
1250,04-05-2015,3.8,11.7,0.2,1.4
1251,05-05-2015,3.9,11.9,0.2,1.4
1252,06-05-2015,4.1,12.3,0.2,1.5
1253,07-05-2015,4.2,12.7,0.2,1.5
1254,08-05-2015,4.3,13.1,0.2,1.6
1255,09-05-2015,4.5,13.6,0.3,1.6
1256,10-05-2015,4.6,14,0.3,1.7
1257,11-05-2015,4.8,14.4,0.3,1.7
1258,12-05-2015,4.9,14.9,0.3,1.8
1259,13-05-2015,5.1,15.4,0.3,1.8
1260,14-05-2015,5.2,15.9,0.3,1.9
1261,15-05-2015,5.4,16.4,0.3,1.9
1262,16-05-2015,5.6,16.9,0.3,2
1263,17-05-2015,5.8,17.5,0.3,2.1
1264,18-05-2015,6,18,0.3,2.1
1265,19-05-2015,6.2,18.6,0.3,2.2
1266,20-05-2015,6.4,19.2,0.4,2.3
1267,21-05-2015,6.6,19.8,0.4,8.6
1268,22-05-2015,27.2,78,0.4,2.3
1269,23-05-2015,6.8,20.5,0.4,2.4
1270,24-05-2015,26.9,80,0.4,6.8
1271,25-05-2015,26.7,81,0.4,8
1272,26-05-2015,7,21.1,0.4,5.6
1273,27-05-2015,7.2,21.8,0.4,4.5
1274,28-05-2015,7.4,22.5,0.5,2.5
1275,29-05-2015,26.9,87,6.2,5
1276,30-05-2015,7.7,23.3,0.5,2.6
1277,31-05-2015,7.9,24,0.5,2.7
1278,01-06-2015,1.7,5.5,0.3,5
1279,02-06-2015,1.7,5.6,0.3,1.2
1280,03-06-2015,1.8,5.8,0.3,1.2
1281,04-06-2015,1.8,6,0.3,1.3
1282,05-06-2015,1.9,6.2,0.3,1.3
1283,06-06-2015,2,6.4,0.3,2
1284,07-06-2015,2,6.6,0.3,1.4
1285,08-06-2015,2.1,6.8,0.4,1.4
1286,09-06-2015,2.2,7,0.4,1.4
1287,10-06-2015,26,89,9,1.5
1288,11-06-2015,2.2,7.3,0.4,1.6
1289,12-06-2015,2.3,7.5,0.4,1.6
1290,13-06-2015,2.4,7.7,0.4,1.7
1291,14-06-2015,2.5,8,0.4,1.7
1292,15-06-2015,2.5,8.2,0.4,7.5
1293,16-06-2015,26.1,80,0.4,4.9
1294,17-06-2015,2.6,8.5,0.5,5.2
1295,18-06-2015,2.7,8.8,0.5,5
1296,19-06-2015,2.8,9.1,0.5,1.8
1297,20-06-2015,2.9,9.4,0.5,1.9
1298,21-06-2015,3,9.7,0.5,7
1299,22-06-2015,3.1,10,0.5,1.9
1300,23-06-2015,3.2,10.1,0.6,2
1301,24-06-2015,1.3,10.6,0.6,2.1
1302,25-06-2015,3.3,11,0.6,2.1
1303,26-06-2015,3.4,11.3,0.6,2.2
1304,27-06-2015,3.5,11.7,0.6,2.3
1305,28-06-2015,3.6,12.1,0.7,2.3
1306,29-06-2015,3.8,12.4,0.7,2.4
1307,30-06-2015,3.9,12.9,0.7,2.5
1308,2015-07-01 00:00:00,26.8,87,14.1,2.9
1309,2015-07-02 00:00:00,27.7,78,6,0.9
1310,2015-07-03 00:00:00,26.8,90,6.2,5.2
1311,2015-07-04 00:00:00,26.7,84,8.2,2.5
1312,2015-07-05 00:00:00,23.3,74,6.4,3
1313,2015-07-06 00:00:00,28.1,80,1.4,7.7
1314,2015-07-07 00:00:00,26.9,85,6.6,3.1
1315,2015-07-08 00:00:00,27.3,83,6.8,2.4
1316,2015-07-09 00:00:00,28.1,81,7,4
1317,2015-07-10 00:00:00,26.6,88,7.2,7.5
1318,2015-07-11 00:00:00,27.1,84,0.6,0.8
1319,2015-07-12 00:00:00,27.2,85,7.5,3.3
1320,2015-07-13 00:00:00,27.1,85,7.7,4.7
1321,2015-07-14 00:00:00,27.3,84,5,5
1322,2015-07-15 00:00:00,24.1,76.4,9.6,3.4
1323,2015-07-16 00:00:00,25.3,93,8,5.2
1324,2015-07-17 00:00:00,25.9,91,8.2,3.5
1325,2015-07-18 00:00:00,25.8,88,45.5,2.1
1326,2015-07-19 00:00:00,26.3,91,32,7.2
1327,2015-07-20 00:00:00,25.6,86,9.7,4.5
1328,2015-07-21 00:00:00,26.2,83,8.5,3.6
1329,2015-07-22 00:00:00,25.6,89,8.8,3.7
1330,2015-07-23 00:00:00,27,82,9,3.8
1331,2015-07-24 00:00:00,25.9,88,9.3,5.1
1332,2015-07-25 00:00:00,24.8,78.8,34.8,7.8
1333,2015-07-26 00:00:00,25.6,81.4,9.6,4
1334,2015-07-27 00:00:00,26.9,80,24.5,7.7
1335,2015-07-28 00:00:00,25.9,84,9.9,4.1
1336,2015-07-29 00:00:00,27.1,82,10.3,6.5
1337,2015-07-30 00:00:00,27.5,84,10.6,4.2
1338,2015-07-31 00:00:00,27.7,78,10.9,5.8
1339,2015-08-01 00:00:00,27.3,78,1.9,8
1340,2015-08-02 00:00:00,26.3,76,1.9,7.5
1341,2015-08-03 00:00:00,27,82,2,5.5
1342,2015-08-04 00:00:00,26,84,6.3,5.3
1343,2015-08-05 00:00:00,26.5,78,2.1,7.7
1344,2015-08-06 00:00:00,27.2,74,2.1,8
1345,2015-08-07 00:00:00,26.4,78,2.2,8
1346,2015-08-08 00:00:00,26.4,79,2.3,5.3
1347,2015-08-09 00:00:00,26.4,78,2.3,7
1348,2015-08-10 00:00:00,27.1,76,2.4,7
1349,2015-08-11 00:00:00,24.9,88,45.3,4.5
1350,2015-08-12 00:00:00,25.3,84,1.6,4.4
1351,2015-08-13 00:00:00,26.2,79,2.5,8
1352,2015-08-14 00:00:00,25.7,83,0.1,6.8
1353,2015-08-15 00:00:00,26.2,79,3.2,6.3
1354,2015-08-16 00:00:00,27,77,2.6,7.1
1355,2015-08-17 00:00:00,26.4,76,2.7,8
1356,2015-08-18 00:00:00,26.3,75,2.7,5.4
1357,2015-08-19 00:00:00,26.4,75,2.8,6.3
1358,2015-08-20 00:00:00,25.9,80,2.9,7.8
1359,2015-08-21 00:00:00,26.1,78,3,4.4
1360,2015-08-22 00:00:00,27.4,76,3.1,7.1
1361,2015-08-23 00:00:00,27.2,58,3.2,5
1362,2015-08-24 00:00:00,26.7,80,3.3,6.1
1363,2015-08-25 00:00:00,27.4,76,3.4,6.1
1364,2015-08-26 00:00:00,26.3,78,3.5,6.2
1365,2015-08-27 00:00:00,26.7,76,3.6,7.1
1366,2015-08-28 00:00:00,27.2,78,3.8,5.6
1367,2015-08-29 00:00:00,26.4,78,1.5,5
1368,2015-08-30 00:00:00,26.4,80,3.9,5.2
1369,2015-08-31 00:00:00,27.2,80,4,7
1370,01-09-2015,0.9,2.5,2.9,2.3
1371,02-09-2015,0.9,2.6,1,2.3
1372,03-09-2015,0.9,2.6,3,10
1373,04-09-2015,1,2.7,3.1,2.4
1374,05-09-2015,1,2.8,3.3,2.5
1375,06-09-2015,1,2.9,3.2,2.6
1376,07-09-2015,26.6,74,3.3,8.7
1377,08-09-2015,1.1,3,3.4,2.7
1378,09-09-2015,1.1,3.1,3.6,10
1379,10-09-2015,1.2,3.2,3.7,2.8
1380,11-09-2015,1.2,3.3,3.8,2.8
1381,12-09-2015,1.2,3.4,33.9,2.9
1382,13-09-2015,1.2,3.5,3.9,3
1383,14-09-2015,1.3,3.7,4,9
1384,15-09-2015,1.4,3.8,4.2,3.1
1385,16-09-2015,1.4,3.9,4.3,3.3
1386,17-09-2015,1.4,4,4.4,6.5
1387,18-09-2015,1.5,4.2,3.6,3.3
1388,19-09-2015,1.5,4.3,8.3,3.5
1389,20-09-2015,1.6,4.5,13.5,3.6
1390,21-09-2015,1.6,4.6,0.3,3.7
1391,22-09-2015,1.7,4.8,4.6,3.8
1392,23-09-2015,1.8,4.9,4.7,3.9
1393,24-09-2015,1.8,5.1,4.9,9.9
1394,25-09-2015,1.9,5.2,4,4.1
1395,26-09-2015,1.9,5.4,5,4.2
1396,27-09-2015,2,5.6,2.9,4.4
1397,28-09-2015,2.1,5.8,1.4,4.9
1398,29-09-2015,2.1,6,4.9,4.5
1399,30-09-2015,2.2,6.2,14.1,8.7
1400,01-10-2015,11.5,31.2,0.2,3.9
1401,02-10-2015,26.8,74,0.2,9
1402,03-10-2015,28.7,66,0.2,4.1
1403,04-10-2015,11.9,32.2,0.2,4
1404,05-10-2015,27.1,75,0.2,8.5
1405,06-10-2015,27.1,76,0.2,7.5
1406,07-10-2015,26.1,79,0.2,5
1407,08-10-2015,27.5,78,4,3.9
1408,09-10-2015,12.3,33.3,0.2,4.2
1409,10-10-2015,26.9,77,1.2,4.8
1410,11-10-2015,26.9,76,0.2,4.8
1411,12-10-2015,12.7,34.3,0.2,8
1412,13-10-2015,13.1,35.5,0.2,9.5
1413,14-10-2015,13.5,34.2,0.2,4.3
1414,15-10-2015,26.9,73,0.2,6.3
1415,16-10-2015,14,37.7,0.3,4.4
1416,17-10-2015,14.4,38.9,0.3,3.8
1417,18-10-2015,14.9,40.1,0.3,4.6
1418,19-10-2015,15.4,41.5,0.3,4.7
1419,20-10-2015,15.9,42.8,0.3,4.9
1420,21-10-2015,16.4,44.2,0.3,5
1421,22-10-2015,16.9,45.6,0.3,7
1422,23-10-2015,17.4,47.1,0.3,9.3
1423,24-10-2015,18,48.6,0.3,5.2
1424,25-10-2015,28.2,76,0.3,8.3
1425,26-10-2015,28.1,73,0.3,8.5
1426,27-10-2015,18.6,50.2,0.4,5.4
1427,28-10-2015,28.3,75,0.4,5.5
1428,29-10-2015,19.2,51.8,0.4,5.7
1429,30-10-2015,19.8,53.5,0.4,5
1430,31-10-2015,29.1,70,0.4,8.1
1431,01-11-2015,28,73,7.5,5.9
1432,02-11-2015,28.1,79,7.8,3.1
1433,03-11-2015,28.4,75,8,3.3
1434,04-11-2015,27.9,79,8.3,3.4
1435,05-11-2015,27.7,79,8.6,3.5
1436,06-11-2015,27.8,80,8.9,3.6
1437,07-11-2015,25.1,89,9.2,2.1
1438,08-11-2015,25.8,88,40.6,2.1
1439,09-11-2015,27.9,80,3.4,3.7
1440,10-11-2015,25.4,91,9.5,6.7
1441,11-11-2015,27.8,80,9.8,3.9
1442,12-11-2015,28.1,80,0.4,5.5
1443,13-11-2015,26.9,84,7.5,7.7
1444,14-11-2015,29,74,3.7,5.5
1445,15-11-2015,28.7,79,10.1,9.6
1446,16-11-2015,27.5,82,7.5,6
1447,17-11-2015,28,81,105.5,5.6
1448,18-11-2015,28,79,10.4,3.9
1449,19-11-2015,25.9,91,10.8,8.1
1450,20-11-2015,26.4,79.6,11.1,4
1451,21-11-2015,25.7,90,3.4,4.5
1452,22-11-2015,27.6,77,11.5,4.1
1453,23-11-2015,26.8,84,12,5.7
1454,24-11-2015,27,81,17.1,3.7
1455,25-11-2015,27.8,82,7,4.3
1456,26-11-2015,27.2,82,0.1,3
1457,27-11-2015,26.8,87,7,4.3
1458,28-11-2015,26.8,84,11.9,4.4
1459,29-11-2015,26.1,90,0.2,5.5
1460,30-11-2015,27,87,10.1,4.6
1461,01-12-2015,27.1,83,3,6.2
1462,02-12-2015,27.8,82,3.1,1.9
1463,03-12-2015,26.7,91,3.2,2
1464,04-12-2015,26.2,91,0.2,3.5
1465,05-12-2015,26.5,87,3.3,2.1
1466,06-12-2015,27.3,84,24.6,4.8
1467,07-12-2015,27.8,83,11.9,8
1468,08-12-2015,25.5,95,3.4,2.6
1469,09-12-2015,27.3,86,19.6,2.1
1470,10-12-2015,27.4,82,3.5,2.2
1471,11-12-2015,27,86,3.7,3
1472,12-12-2015,26.2,91,3.8,2.3
1473,13-12-2015,27.5,83,3.9,2.3
1474,14-12-2015,26.4,86,4,2.4
1475,15-12-2015,25.3,91,0.2,2.4
1476,16-12-2015,24.8,93,3.3,2.5
1477,17-12-2015,24.3,92,4.1,2.6
1478,18-12-2015,26,85,5.6,2.7
1479,19-12-2015,26,87,9,2.7
1480,20-12-2015,25.8,91,4.3,0.6
1481,21-12-2015,25,88,9.2,3
1482,22-12-2015,27.4,76,4.4,2.9
1483,23-12-2015,27.7,77,4.6,3.2
1484,24-12-2015,26.6,80,4.7,6.7
1485,25-12-2015,27.4,78,4.9,3
1486,26-12-2015,28,82,5,5
1487,27-12-2015,27.6,83,5.2,2.8
1488,28-12-2015,27.4,85,5.3,2.9
1489,29-12-2015,27.4,83,7.7,3
1490,30-12-2015,26.7,86,5.5,3.1
1491,31-12-2015,28.1,83,2.4,5.2
1492,01-01-2016,27.4,85,3.6,5.3
1493,02-01-2016,26.4,91,3.7,2
1494,03-01-2016,27,83,40.5,1
1495,04-01-2016,27.8,86,3.9,4.1
1496,05-01-2016,26,93,0.2,4.2
1497,06-01-2016,28.1,81,8.3,2.5
1498,07-01-2016,28.3,80,4,2
1499,08-01-2016,28.7,80,4.1,6
1500,09-01-2016,28.5,79,4.3,2.1
1501,10-01-2016,25.8,91,4.4,5
1502,11-01-2016,26.1,90,15,4.6
1503,12-01-2016,25.7,93,14.2,5.2
1504,13-01-2016,26.1,89,4.5,2.6
1505,14-01-2016,15.7,50.3,4.7,2.2
1506,15-01-2016,26.3,96,20.9,4
1507,16-01-2016,16.2,51.9,12.3,3
1508,17-01-2016,16.8,53.6,4.8,2.2
1509,18-01-2016,27.4,87,5,5.5
1510,19-01-2016,17.3,55.3,5.1,2.3
1511,20-01-2016,26.3,87,5.3,5.1
1512,21-01-2016,27.6,87,5.5,1.1
1513,22-01-2016,17.9,57.1,5.7,2.4
1514,23-01-2016,18.4,58.9,5.8,2.5
1515,24-01-2016,19,60.8,6,2.5
1516,25-01-2016,19.6,62.8,6.2,2.6
1517,26-01-2016,20.3,64.8,6.4,2.7
1518,27-01-2016,20.9,66.9,6.6,2.8
1519,28-01-2016,21.6,69,1.1,2.9
1520,29-01-2016,28.1,80,6.8,3
1521,30-01-2016,22.3,71.3,7.1,3.1
1522,31-01-2016,23,73.6,7.3,1.9
1523,01-02-2016,26.8,89,0.5,4.1
1524,02-02-2016,8.4,26.9,3.9,1.8
1525,03-02-2016,8.7,27.9,4.1,1.9
1526,04-02-2016,27,86,3.9,3
1527,05-02-2016,27.7,83,1.4,2
1528,06-02-2016,9,28.8,3.9,2
1529,07-02-2016,9.3,29.8,3.9,2.1
1530,08-02-2016,9.6,30.8,4.6,2.2
1531,09-02-2016,9.9,31.9,35.6,2.5
1532,10-02-2016,26,89,4.8,5.6
1533,11-02-2016,10.1,33,4.9,2.3
1534,12-02-2016,10.6,34.1,5.1,2.3
1535,13-02-2016,11,35.3,5.3,2.4
1536,14-02-2016,27.4,85,0.3,0.8
1537,15-02-2016,11.4,36.5,4.7,5.9
1538,16-02-2016,11.7,37.8,5.5,6.6
1539,17-02-2016,21.1,39.1,5.7,2.5
1540,18-02-2016,12.9,40.4,5.9,2.6
1541,19-02-2016,13.3,41.8,6.1,6.9
1542,20-02-2016,27.3,87,6.3,4.4
1543,21-02-2016,13.8,43.2,6.5,2.7
1544,22-02-2016,14.3,44.8,6.7,2.8
1545,23-02-2016,14.7,46.3,6.9,2.9
1546,24-02-2016,15.3,47.9,63.4,8.1
1547,25-02-2016,26.9,87,7.2,2.6
1548,26-02-2016,15.8,49.6,7.4,3
1549,27-02-2016,27.3,84,1.4,2.9
1550,28-02-2016,16.3,51.3,7.7,3.1
1551,29-02-2016,26.2,91,7,3.1
1552,01-03-2016,8.8,28.1,4.9,2.6
1553,02-03-2016,9.1,29,5,2.7
1554,03-03-2016,9.4,29.9,5.2,2.8
1555,04-03-2016,27.9,83,5.3,8.2
1556,05-03-2016,27.4,87,1.2,5.2
1557,06-03-2016,9.7,30.9,5.5,2.9
1558,07-03-2016,10,31.9,12.9,7.9
1559,08-03-2016,10.3,32.9,5.7,3
1560,09-03-2016,26.6,88,42.4,4.2
1561,10-03-2016,10.6,34,5.9,3.6
1562,11-03-2016,11,35.1,6.1,3.1
1563,12-03-2016,25.4,93,6.7,1.5
1564,13-03-2016,27.5,85,20,4.1
1565,14-03-2016,11.3,36.2,6.3,3.2
1566,15-03-2016,27.6,85,6.5,3.5
1567,16-03-2016,11.7,37.4,6.7,3.3
1568,17-03-2016,12.1,11.3,6.9,5.3
1569,18-03-2016,27,88,1.2,5.9
1570,19-03-2016,12.5,36.2,7.1,3.4
1571,20-03-2016,28.3,87,7.3,1
1572,21-03-2016,12.9,40.1,7.6,3.4
1573,22-03-2016,13.3,41.4,66,1
1574,23-03-2016,13.7,42.8,7.8,3.5
1575,24-03-2016,14.1,44.1,8.1,3.6
1576,25-03-2016,27.6,89,0.2,10
1577,26-03-2016,14.6,45.6,8.3,3.7
1578,27-03-2016,15.1,47,8.6,3.2
1579,28-03-2016,15.6,48.5,8.9,8.2
1580,29-03-2016,16.1,50.1,9.2,3.8
1581,30-03-2016,27,86,0.1,5
1582,31-03-2016,16.6,51.7,9.5,4
1583,01-04-2016,13.8,42.8,6.7,2.1
1584,02-04-2016,28.1,81,9.3,4.6
1585,03-04-2016,14.2,44.2,6.9,2.3
1586,04-04-2016,28.3,83,2,3
1587,05-04-2016,28.2,84,17.4,4.1
1588,06-04-2016,14.7,45.7,7.1,2.3
1589,07-04-2016,26.4,90,7.4,4.9
1590,08-04-2016,15.2,47.2,7.6,2.4
1591,09-04-2016,27.8,86,7.9,3.5
1592,10-04-2016,15.7,48.8,8.1,2.5
1593,11-04-2016,16.2,50.4,8.4,2.6
1594,12-04-2016,27.7,85,8.7,4.2
1595,13-04-2016,16.8,52.1,9,2.6
1596,14-04-2016,27.5,84,9.3,4
1597,15-04-2016,17.3,53.8,9.6,2.7
1598,16-04-2016,28.9,82,9.9,1.2
1599,17-04-2016,25.9,95,10.3,7.2
1600,18-04-2016,17.9,55.6,10.6,2.8
1601,19-04-2016,27.5,90,10.9,7.1
1602,20-04-2016,18.5,57.5,11.3,2.8
1603,21-04-2016,19.1,59.4,47.2,2.9
1604,22-04-2016,28.5,80,2.4,1.6
1605,23-04-2016,27.4,85,0.8,7.4
1606,24-04-2016,19.8,61.4,25.7,4
1607,25-04-2016,20.4,63.4,11.7,3
1608,26-04-2016,21.1,65.5,12.1,3.1
1609,27-04-2016,27.3,85,0.1,3.2
1610,28-04-2016,27.8,83,7,2
1611,29-04-2016,21.8,67.7,12.5,3.3
1612,30-04-2016,26.1,91,89,4.2
1613,01-05-2016,27.8,84,43,3
1614,02-05-2016,27.4,86,4.4,2.9
1615,03-05-2016,27.5,86,4.6,3
1616,04-05-2016,29.3,80,4.7,3.1
1617,05-05-2016,27.8,86,4.9,9.5
1618,06-05-2016,26.5,91,5,1.5
1619,07-05-2016,28,84,5.2,3.2
1620,08-05-2016,27.5,87,6.5,6.1
1621,09-05-2016,27.2,84,5.4,5.7
1622,10-05-2016,27.4,86,5.5,6.3
1623,11-05-2016,28.8,79,5.7,3.3
1624,12-05-2016,28.7,80,5.9,3.6
1625,13-05-2016,27.7,86,0.9,3.9
1626,14-05-2016,27.6,88,55.5,6.2
1627,15-05-2016,29,78,1.4,3.4
1628,16-05-2016,27.4,86,6.1,5.8
1629,17-05-2016,27.2,90,2.8,3.2
1630,18-05-2016,27.3,87,5.7,2.6
1631,19-05-2016,24.1,73.9,2,6
1632,20-05-2016,24.9,76.3,6.3,3.5
1633,21-05-2016,25.7,78.7,8.5,6.5
1634,22-05-2016,27.6,86,2.1,3.6
1635,23-05-2016,27.8,85,6.5,3.1
1636,24-05-2016,28.2,84,1.4,6.2
1637,25-05-2016,28.4,82,6.7,6.2
1638,26-05-2016,26.9,88,6.9,3.8
1639,27-05-2016,26.6,81.3,7.4,0.7
1640,28-05-2016,28.5,82,7.1,0.1
1641,29-05-2016,26.6,88,7.4,1.1
1642,30-05-2016,26.6,86,7.6,3.9
1643,31-05-2016,27.8,82,7.8,3
1644,01-06-2016,16.2,50.1,3.6,3.1
1645,02-06-2016,16.7,51.8,3.8,3.2
1646,03-06-2016,17.3,53.5,3.9,3.3
1647,04-06-2016,17.9,55.3,4,4.5
1648,05-06-2016,18.5,54.2,4.2,4.8
1649,06-06-2016,26.1,89,4.3,1.7
1650,07-06-2016,19.1,56,4.4,3.4
1651,08-06-2016,28,82,24.3,6
1652,09-06-2016,27.4,87,16.5,5.9
1653,10-06-2016,28.8,80,4.4,1.2
1654,11-06-2016,26.5,86,4.6,3.6
1655,12-06-2016,27.1,86,1,5.2
1656,13-06-2016,26.4,92,10,8.1
1657,14-06-2016,26.9,82,17.3,2.2
1658,15-06-2016,19.7,57.9,4.7,2.4
1659,16-06-2016,27.7,81,4.9,4.1
1660,17-06-2016,26.6,87,5.1,5.7
1661,18-06-2016,24.5,90,32.7,0.4
1662,19-06-2016,26.6,79,1,3.5
1663,20-06-2016,27.4,83,5.2,3.2
1664,21-06-2016,27.9,77,5.4,1.8
1665,22-06-2016,27.5,80,5.6,8.6
1666,23-06-2016,20.4,59.8,5.6,3.7
1667,24-06-2016,27.7,72,5.7,9.9
1668,25-06-2016,26.3,83,6.1,5
1669,26-06-2016,26.5,61.8,6.5,5.7
1670,27-06-2016,21.1,63.9,6.3,3.8
1671,28-06-2016,21.8,66,6.6,3.9
1672,29-06-2016,22.5,68.2,6.8,1.1
1673,30-06-2016,23.2,70.5,7,2.2
1674,01-07-2016,26.8,87,14.1,2.9
1675,02-07-2016,27.7,78,6,0.9
1676,03-07-2016,26.8,90,6.2,5.2
1677,04-07-2016,26.7,84,8.2,2.5
1678,05-07-2016,23.3,74,6.4,3
1679,06-07-2016,28.1,80,1.4,7.7
1680,07-07-2016,26.9,85,6.6,3.1
1681,08-07-2016,27.3,83,6.8,2.4
1682,09-07-2016,28.1,81,7,4
1683,10-07-2016,26.6,88,7.2,7.5
1684,11-07-2016,27.1,84,0.6,0.8
1685,12-07-2016,27.2,85,7.5,3.3
1686,13-07-2016,27.1,85,7.7,4.7
1687,14-07-2016,27.3,84,5,5
1688,15-07-2016,24.1,76.4,9.6,3.4
1689,16-07-2016,25.3,93,8,5.2
1690,17-07-2016,25.9,91,8.2,3.5
1691,18-07-2016,25.8,88,45.5,2.1
1692,19-07-2016,26.3,91,32,7.2
1693,20-07-2016,25.6,86,9.7,4.5
1694,21-07-2016,26.2,83,8.5,3.6
1695,22-07-2016,25.6,89,8.8,3.7
1696,23-07-2016,27,82,9,3.8
1697,24-07-2016,25.9,88,9.3,5.1
1698,25-07-2016,24.8,78.8,34.8,7.8
1699,26-07-2016,25.6,81.4,9.6,4
1700,27-07-2016,26.9,80,24.5,7.7
1701,28-07-2016,25.9,84,9.9,4.1
1702,29-07-2016,27.1,82,10.3,6.5
1703,30-07-2016,27.5,84,10.6,4.2
1704,31-07-2016,27.7,78,10.9,5.8
1705,01-08-2016,27.1,82,5.1,7.8
1706,02-08-2016,27.2,76,3.2,5.6
1707,03-08-2016,26.1,82,5.2,6.2
1708,04-08-2016,26.1,78,5.4,10.8
1709,05-08-2016,26.4,81,5.6,9.1
1710,06-08-2016,26.4,82,5.7,4.8
1711,07-08-2016,26.8,81,5.9,10.6
1712,08-08-2016,26.6,87,6.1,8.7
1713,09-08-2016,26.2,88,39.8,4.9
1714,10-08-2016,26.9,84,2.9,2.7
1715,11-08-2016,27.6,83,6.3,7.2
1716,12-08-2016,27.7,81,5.4,5.1
1717,13-08-2016,27.8,82,6.5,4
1718,14-08-2016,26.4,87,2.1,2
1719,15-08-2016,27.1,87,27,3.1
1720,16-08-2016,25.9,88,6.7,5.2
1721,17-08-2016,27.4,77,52,1.3
1722,18-08-2016,26.8,88,6.9,10
1723,19-08-2016,27.7,79,7.1,5.4
1724,20-08-2016,27.1,80,0.3,9.1
1725,21-08-2016,27.3,80,7.4,8.2
1726,22-08-2016,27.1,78,7.6,9.2
1727,23-08-2016,27.2,82,1.3,7
1728,24-08-2016,27.4,84,7.9,5.6
1729,25-08-2016,25,87,8.1,6.2
1730,26-08-2016,26.7,85,1,2.2
1731,27-08-2016,26.2,85,8.4,12.3
1732,28-08-2016,26.3,88,8.7,5.8
1733,29-08-2016,26,92,21.6,2.9
1734,30-08-2016,25.6,91,8.9,1.2
1735,31-08-2016,26.9,84,9.2,5.9
1736,01-09-2016,27.2,84,2.5,4.3
1737,02-09-2016,26.8,88,9.5,2.5
1738,03-09-2016,27.4,83,3.5,4.4
1739,04-09-2016,26.2,87,3.5,4.5
1740,05-09-2016,27.8,79,0.9,5.1
1741,06-09-2016,26,88,3.5,3.5
1742,07-09-2016,25.6,89,29,2.9
1743,08-09-2016,26.5,86,3.6,3.1
1744,09-09-2016,27.5,82,3.7,3.1
1745,10-09-2016,27.8,80,1.3,2.6
1746,11-09-2016,26.4,86,3.9,3
1747,12-09-2016,27.6,77,4,3.1
1748,13-09-2016,27.6,79,4.1,8.4
1749,14-09-2016,27.3,83,4.3,6.8
1750,15-09-2016,27,86,9.9,5.7
1751,16-09-2016,27.2,80,4.4,3.2
1752,17-09-2016,27.1,83,4.6,3.3
1753,18-09-2016,27.5,84,4.7,2
1754,19-09-2016,26.8,92,4.9,1.4
1755,20-09-2016,27.4,82,5,2.6
1756,21-09-2016,26,89,5.2,3.4
1757,22-09-2016,27.3,84,5.4,2.8
1758,23-09-2016,26.1,81.3,5.6,3.5
1759,24-09-2016,26.6,86,1.7,2.2
1760,25-09-2016,27.9,81,15,2.6
1761,26-09-2016,27.2,80,5.7,4.8
1762,27-09-2016,26.4,88,5.9,3.4
1763,28-09-2016,26.9,82,6.1,3.6
1764,29-09-2016,27.1,84,28.5,4.1
1765,30-09-2016,26.1,86,6.3,6.2
1766,01-10-2016,28.1,78,0.3,0.1
1767,02-10-2016,26.9,80,8.8,1.2
1768,03-10-2016,26.5,82,9.1,2
1769,04-10-2016,26.5,86,9.4,1.3
1770,05-10-2016,26.4,84,41.6,1.3
1771,06-10-2016,26.9,83,9.7,3.6
1772,07-10-2016,26.9,84,10,1.4
1773,08-10-2016,25.8,91,10.3,5.1
1774,09-10-2016,26.9,82,1.9,0.4
1775,10-10-2016,24.6,96,2,1.4
1776,11-10-2016,26.3,86,10.6,1.5
1777,12-10-2016,26.4,90,8.6,0.4
1778,13-10-2016,26.6,83,11,1.5
1779,14-10-2016,25.5,92,5.5,1
1780,15-10-2016,29.3,73,6,1.5
1781,16-10-2016,28.6,78,11.3,1.6
1782,17-10-2016,27,83,11.7,3.3
1783,18-10-2016,28.2,82,12.1,1.6
1784,19-10-2016,27.6,81,12.5,1.7
1785,20-10-2016,28,78,12.9,1.8
1786,21-10-2016,25.4,94,13.3,1.8
1787,22-10-2016,27,90,31,2.2
1788,23-10-2016,24.4,95,39.9,1.8
1789,24-10-2016,26.5,89,6,1.9
1790,25-10-2016,27.6,80,30,1.1
1791,26-10-2016,27.6,80,13.7,1.9
1792,27-10-2016,25.2,89,14.1,5.4
1793,28-10-2016,26.2,90,20.1,2
1794,29-10-2016,27.2,81,1.3,0.1
1795,30-10-2016,26.3,86,0.1,7.5
1796,31-10-2016,26.4,86,77.8,4.4
1797,01-11-2016,27.5,83,3.2,5.6
1798,02-11-2016,27.5,80,12.8,1.5
1799,03-11-2016,26.6,88,13.2,1.5
1800,04-11-2016,26.8,83,13.6,1.6
1801,05-11-2016,26.7,86,14.1,0.3
1802,06-11-2016,27.4,86,14.5,1.6
1803,07-11-2016,27.2,87,0.3,5
