,Tanggal,RH_avg,Tavg,RR,ss
3000,17-02-2020,27.3,84,59.6,2.2
3001,18-02-2020,26.2,88,0.1,5.8
3002,19-02-2020,25.9,89,26.8,2.7
3003,20-02-2020,26.9,85,61.7,5
3004,21-02-2020,27.6,82,22.6,3.4
3005,22-02-2020,28,84,18,1.7
3006,23-02-2020,27.6,83,43.5,6.3
3007,24-02-2020,28,84,22.5,7.8
3008,25-02-2020,26.8,88,118.6,6.7
3009,26-02-2020,27.1,86,27.8,7.8
3010,27-02-2020,27.2,87,35.8,7.8
3011,28-02-2020,26.7,88,18.4,5.8
3012,29-02-2020,26.9,89,1,1.7
3013,01-03-2020,27.6,89,20.7,1
3014,02-03-2020,28,82,51.5,5.8
3015,03-03-2020,27.7,85,12.9,3.3
3016,04-03-2020,26.3,89,13.3,0.6
3017,05-03-2020,26.1,85,5.9,7.4
3018,06-03-2020,27.9,81,4,7.2
3019,07-03-2020,28.7,76,7.9,3.9
3020,08-03-2020,26.2,87,13.8,4.5
3021,09-03-2020,27.8,83,7.9,3.2
3022,10-03-2020,28.8,78,14.2,2.2
3023,11-03-2020,27.9,84,14.6,6
3024,12-03-2020,27.1,88,1,3.4
3025,13-03-2020,27.6,77,15.1,0.4
3026,14-03-2020,27.5,82,15.6,7
3027,15-03-2020,28.5,82,2.4,6.7
3028,16-03-2020,26.4,90,45.6,2.8
3029,17-03-2020,27.6,86,19.8,0.1
3030,18-03-2020,26.8,88,16.1,0.5
3031,19-03-2020,26.2,91,1.5,1
3032,20-03-2020,25.8,92,80.8,1.3
3033,21-03-2020,27.3,85,10.2,8
3034,22-03-2020,25.8,89,38.6,7.6
3035,23-03-2020,26.8,86,2.9,7.2
3036,24-03-2020,27.5,82,1,6.8
3037,25-03-2020,27.7,85,6.4,7.3
3038,26-03-2020,27.8,86,16.6,7.2
3039,27-03-2020,27.2,86,0.8,7.6
3040,28-03-2020,27.6,82,17.2,7.6
3041,29-03-2020,26.9,87,17.7,6.2
3042,30-03-2020,26.6,87,31.3,5.4
3043,31-03-2020,27.5,84,59.5,6.1
3044,01-04-2020,27.7,81,1.8,5.8
3045,02-04-2020,28,80,4,7.2
3046,03-04-2020,26.2,90,4.1,5.6
3047,04-04-2020,27.6,85,4.3,7.1
3048,05-04-2020,10.9,34.1,4.4,2.5
3049,06-04-2020,11.2,35.3,4.6,5.8
3050,07-04-2020,27.9,81,0.3,5.8
3051,08-04-2020,26.9,86,4.7,8
3052,09-04-2020,26.5,88,4.9,6.7
3053,10-04-2020,11.6,36.4,0.9,8
3054,11-04-2020,12,37.7,5,8
3055,12-04-2020,12.4,38.9,5.2,7.4
3056,13-04-2020,12.8,40.2,5.4,7.3
3057,14-04-2020,27.7,86,5.6,7.3
3058,15-04-2020,27.8,84,5.7,6.3
3059,16-04-2020,13.2,41.6,5.9,8
3060,17-04-2020,13.7,42.9,6.1,5.7
3061,18-04-2020,14.1,44.4,6.3,7.8
3062,19-04-2020,14.6,45.9,6.5,8
3063,20-04-2020,15.1,47.4,6.8,5.7
3064,21-04-2020,15.6,49,7,7.6
3065,22-04-2020,16.1,50.6,7.2,8
3066,23-04-2020,16.6,52.3,7.5,8
3067,24-04-2020,17.2,54,7.7,8
3068,25-04-2020,17.8,55.8,8,8
3069,26-04-2020,18.4,57.7,8.2,8
3070,27-04-2020,19,59.6,8.5,8
3071,28-04-2020,26.2,89,66.4,5.5
3072,29-04-2020,26.7,87,50,5.7
3073,30-04-2020,26.9,87,0.6,4.4
3074,01-05-2020,13.3,40.3,4.4,5.1
3075,02-05-2020,25.5,88,4.5,3.8
3076,03-05-2020,27.5,82,4.7,7.6
3077,04-05-2020,13.7,41.6,4.8,7.3
3078,05-05-2020,14.2,43,5,7.9
3079,06-05-2020,14.6,44.4,5.2,7.4
3080,07-05-2020,15.1,45.8,5.3,3.5
3081,08-05-2020,15.6,47.2,5.5,6.3
3082,09-05-2020,16.1,48.8,5.7,7.3
3083,10-05-2020,16.6,50.4,5.9,6.2
3084,11-05-2020,17.1,52,6.1,6.5
3085,12-05-2020,17.7,53.7,6.2,6.3
3086,13-05-2020,18.3,55.4,38.9,3
3087,14-05-2020,18.8,57.2,6.4,7.5
3088,15-05-2020,19.4,59,6.7,7.6
3089,16-05-2020,20.1,60.9,6.9,6.9
3090,17-05-2020,28.2,79,7.1,8
3091,18-05-2020,26.4,90,6.6,2.5
3092,19-05-2020,26.3,88,34.5,6.9
3093,20-05-2020,20.7,62.9,7.3,4.2
3094,21-05-2020,21.4,64.9,7.6,7.2
3095,22-05-2020,27.9,80,7.8,5.6
3096,23-05-2020,27.7,81,40.5,3.9
3097,24-05-2020,28.9,78,8.1,4.6
3098,25-05-2020,28.5,79,8.3,5.1
3099,26-05-2020,27.5,82,8.6,4.2
3100,27-05-2020,27.5,83,8.9,5.9
3101,28-05-2020,27.8,82,9.1,5.4
3102,29-05-2020,28,83,8.8,3.5
3103,30-05-2020,27.6,84,9.4,3.4
3104,31-05-2020,26.5,91,7.3,3.6
3105,01-06-2020,26.3,90,2.8,0.3
3106,02-06-2020,27.5,78,33,0.3
3107,03-06-2020,28,82,33.5,0.4
3108,04-06-2020,8.2,24.8,2.5,0.4
3109,05-06-2020,8.5,25.7,2.6,0.4
3110,06-06-2020,8.8,26.5,2.5,0.4
3111,07-06-2020,28.1,77,2.7,0.4
3112,08-06-2020,9.1,27.4,2.8,4.5
3113,09-06-2020,25.8,92,0.4,0.4
3114,10-06-2020,27.6,83,3.9,0.4
3115,11-06-2020,9.4,28.3,2.9,0.4
3116,12-06-2020,9.7,29.3,3,0.5
3117,13-06-2020,27.5,81,3.1,0.5
3118,14-06-2020,28,79,3.2,0.5
3119,15-06-2020,28.2,83,3.3,0.5
3120,16-06-2020,10,30.2,3.4,0.5
3121,17-06-2020,10.4,31.2,3.5,0.5
3122,18-06-2020,10.7,32.3,3.6,5.5
3123,19-06-2020,11.1,33.4,3.8,0.6
3124,20-06-2020,11.4,34.5,3.9,0.6
3125,21-06-2020,11.8,35.6,4,0.6
3126,22-06-2020,12.2,36.8,4.1,0.6
3127,23-06-2020,12.6,38,4.3,0.6
3128,24-06-2020,13,39.3,4.4,0.7
3129,25-06-2020,13.5,40.6,4.6,0.7
3130,26-06-2020,13.9,42,4.7,0.7
3131,27-06-2020,14.4,43.4,4.9,0.7
3132,28-06-2020,14.9,44.8,5,0.8
3133,29-06-2020,15.4,46.3,5.2,0.8
3134,30-06-2020,15,47.8,5.4,0.8
3135,01-07-2020,27.5,81,1.8,1.1
3136,02-07-2020,20,60.3,1.9,1.2
3137,03-07-2020,27.4,80,1.9,1.2
3138,04-07-2020,26.7,87,22.5,1.3
3139,05-07-2020,27,78,7.3,1.3
3140,06-07-2020,26.2,82,2,5.8
3141,07-07-2020,20.6,62.3,2.1,1.3
3142,08-07-2020,26.9,83,2.1,1.4
3143,09-07-2020,26.4,82,2.2,1.4
3144,10-07-2020,26.9,82,2.3,1.5
3145,11-07-2020,21.3,64.3,2.3,1.5
3146,12-07-2020,22,66.4,2.4,1.6
3147,13-07-2020,22.7,68.5,2.5,1.6
3148,14-07-2020,23.4,70.7,2.6,1.7
3149,15-07-2020,24.2,73,2.7,1.7
3150,16-07-2020,27.1,84,2.7,1.8
3151,17-07-2020,27.6,80,2.8,1.8
3152,18-07-2020,27.2,81,2.9,1.9
3153,19-07-2020,26.5,85,3,2
3154,20-07-2020,26.2,88,3.1,2
3155,21-07-2020,26.9,83,7.4,3
3156,22-07-2020,26.1,88,3.2,5.7
3157,23-07-2020,27.1,86,4.4,4
3158,24-07-2020,27.6,80,14.3,5.1
3159,25-07-2020,27.5,78,0.2,4.5
3160,26-07-2020,27,78,3.3,2.1
3161,27-07-2020,26.8,79,3.4,7.5
3162,28-07-2020,24.9,75.3,3.5,2.2
3163,29-07-2020,27.8,72,3.6,2.2
3164,30-07-2020,26.6,82,3.8,2.3
3165,31-07-2020,26.2,71,3.9,2.4
3166,01-08-2020,25.8,76,3.6,1.3
3167,02-08-2020,26.1,78,3.7,5.3
3168,03-08-2020,27.1,78,3.9,6.5
3169,04-08-2020,27.4,80,4,1.3
3170,05-08-2020,26.8,80,4.1,1.4
3171,06-08-2020,27.4,80,4.2,1.4
3172,07-08-2020,27.5,80,4.4,1.4
3173,08-08-2020,27.5,81,4.5,1.5
3174,09-08-2020,27.5,78,4.7,1.5
3175,10-08-2020,28.1,78,4.8,7.2
3176,11-08-2020,27.2,83,5,1.6
3177,12-08-2020,28,78,13.5,1.6
3178,13-08-2020,24.9,92,5.1,1.7
3179,14-08-2020,25.1,88,47.5,1.7
3180,15-08-2020,27.1,81,0.5,1.8
3181,16-08-2020,27.1,82,5.3,1.9
3182,17-08-2020,27,85,5.5,1.9
3183,18-08-2020,26,86,2.4,2
3184,19-08-2020,27,80,48.4,2
3185,20-08-2020,28,79,5.6,2.1
3186,21-08-2020,27,76,5.8,5.5
3187,22-08-2020,27.4,68,6,2.2
3188,23-08-2020,27.3,81,6.2,9.3
3189,24-08-2020,27,78,6.4,2.2
3190,25-08-2020,26.7,71,6.6,5.5
3191,26-08-2020,27.2,74,6.8,2.3
3192,27-08-2020,27.2,74,7,2.4
3193,28-08-2020,27.2,72,7.3,2.5
3194,29-08-2020,28,73,7.5,2.5
3195,30-08-2020,27.8,76,7.8,2.6
3196,31-08-2020,27.4,80,8,2.7
3197,01-09-2020,27.3,72,0.3,8
3198,02-09-2020,25.7,84,0.4,7.5
3199,03-09-2020,27.1,84,10.2,5.5
3200,04-09-2020,27.4,84,0.4,5.3
3201,05-09-2020,27.6,83,0.4,7.7
3202,06-09-2020,27.3,80,0.4,8
3203,07-09-2020,8.2,24.2,0.4,8
3204,08-09-2020,8.4,25,0.4,5.3
3205,09-09-2020,8.7,25.8,0.4,7
3206,10-09-2020,9,26.7,0.5,7
3207,11-09-2020,9.3,27.6,0.5,4.5
3208,12-09-2020,9.6,28.5,0.5,4.4
3209,13-09-2020,9.9,29.5,0.5,8
3210,14-09-2020,10.3,30.4,0.5,6.8
3211,15-09-2020,10.6,31.5,0.5,6.3
3212,16-09-2020,11,32.5,0.6,7.1
3213,17-09-2020,11.3,33.6,0.6,8
3214,18-09-2020,11.7,34.7,0.6,5.4
3215,19-09-2020,12.1,35.9,0.6,6.3
3216,20-09-2020,12.5,37.1,0.6,7.8
3217,21-09-2020,12.9,38.3,0.7,4.4
3218,22-09-2020,13.3,39.6,0.7,7.1
3219,23-09-2020,13.8,40.9,0.7,5
3220,24-09-2020,14.2,42.3,0.7,6.1
3221,25-09-2020,14.7,43.7,0.7,6.1
3222,26-09-2020,15.2,45.1,0.8,6.2
3223,27-09-2020,15.7,46.6,0.8,7.1
3224,28-09-2020,26.4,83,0.2,5.6
3225,29-09-2020,27.9,77,0.8,5
3226,30-09-2020,28.1,79,0.8,5.2
3227,01-10-2020,27.9,79,11.6,2.8
3228,02-10-2020,25.7,90,0.2,4.6
3229,03-10-2020,26.1,86,43,2.1
3230,04-10-2020,27.3,82,3,2.7
3231,05-10-2020,27.9,72,47.5,2.9
3232,06-10-2020,27.3,80,11.9,2.9
3233,07-10-2020,27.9,76,12.3,3
3234,08-10-2020,27.6,80,12.7,3.1
3235,09-10-2020,25.7,89,5.9,3.2
3236,10-10-2020,27.1,84,35.2,7.6
3237,11-10-2020,26.9,88,5.5,3.3
3238,12-10-2020,27.9,77,13.1,4.3
3239,13-10-2020,28.2,78,13.6,6
3240,14-10-2020,27.4,82,14,3.4
3241,15-10-2020,27.4,84,20.8,3.5
3242,16-10-2020,26.7,86,14.5,3.5
3243,17-10-2020,26.9,86,49.4,2.1
3244,18-10-2020,26.5,88,21.9,6.5
3245,19-10-2020,24.8,94,14.9,5.7
3246,20-10-2020,25.9,90,64.1,7
3247,21-10-2020,26.1,90,0.4,5.5
3248,22-10-2020,26.8,84,17.3,3.1
3249,23-10-2020,20.8,65.1,15.4,3.9
3250,24-10-2020,21.5,67.2,15.9,3.6
3251,25-10-2020,26.8,86,16.4,5
3252,26-10-2020,26.1,87,44.6,4.6
3253,27-10-2020,22.2,69.3,16.9,1.3
3254,28-10-2020,22.9,71.6,17.5,3.8
3255,29-10-2020,23.6,73.9,18,3.9
3256,30-10-2020,24.4,76.3,18.6,6.3
3257,31-10-2020,25.2,78.8,19.2,5
3258,01-11-2020,25.9,89,6.1,0.2
3259,02-11-2020,26,86,9.1,0.2
3260,03-11-2020,27.5,81,0.4,0.2
3261,04-11-2020,27,86,19.5,0.2
3262,05-11-2020,25.8,90,1.8,0.2
3263,06-11-2020,25.7,95,6,0.2
3264,07-11-2020,26.7,87,14.4,0.3
3265,08-11-2020,24.3,96,35,0.3
3266,09-11-2020,27.7,78,59.3,0.3
3267,10-11-2020,25.9,90,9.4,0.3
3268,11-11-2020,27.9,80,25.6,0.3
3269,12-11-2020,28.4,78,9.7,0.3
3270,13-11-2020,29.9,70,0.5,0.3
3271,14-11-2020,28.4,83,3.2,0.3
3272,15-11-2020,28.6,79,10,0.3
3273,16-11-2020,28.4,82,10.4,0.4
3274,17-11-2020,27.2,87,8.9,0.4
3275,18-11-2020,26.2,88,10.7,0.4
3276,19-11-2020,26.8,88,11.1,0.4
3277,20-11-2020,27.8,84,11.1,0.4
3278,21-11-2020,25.8,90,11.4,3.3
3279,22-11-2020,25.5,91,11.8,0.4
3280,23-11-2020,26.1,88,13,0.4
3281,24-11-2020,26.9,80,30.5,0.4
3282,25-11-2020,27.7,82,25.6,0.5
3283,26-11-2020,27.6,81,12.2,0.5
3284,27-11-2020,27.7,76,12.6,0.5
3285,28-11-2020,27.6,79,0.2,0.5
3286,29-11-2020,26.4,86,13,3.3
3287,30-11-2020,26.1,85,11.5,0.5
3288,01-12-2020,27.2,86,1,1.5
3289,02-12-2020,27.4,82,6.4,1.6
3290,03-12-2020,25.6,87,43,1.6
3291,04-12-2020,27.3,83,2.8,1.7
3292,05-12-2020,26.3,83,6.6,6.5
3293,06-12-2020,25.4,92,27.1,1.9
3294,07-12-2020,25.2,91,45.4,1.7
3295,08-12-2020,27.3,84,34.5,0.3
3296,09-12-2020,27.3,84,6.6,1.8
3297,10-12-2020,26.3,84,10.7,1.2
3298,11-12-2020,26.9,84,6.8,1.8
3299,12-12-2020,26.3,84,7,1.2
3300,13-12-2020,26.5,84,7.2,0.3
3301,14-12-2020,25.8,87,1,1.9
3302,15-12-2020,26.9,80,2.6,0.7
3303,16-12-2020,26.7,83,7.5,2
3304,17-12-2020,26.6,82,6,0.8
3305,18-12-2020,27,82,7.7,1.6
3306,19-12-2020,27,83,0.3,1
3307,20-12-2020,27.3,81,8,2
3308,21-12-2020,25.3,87,10,1.7
3309,22-12-2020,27,81,0.1,2.1
3310,23-12-2020,26.7,78,0.4,1.3
3311,24-12-2020,25.8,84,8.2,6.1
3312,25-12-2020,27.9,72,8.5,3.5
3313,26-12-2020,26.7,79,1.4,5.2
3314,27-12-2020,27.5,76,8.8,4.9
3315,28-12-2020,26.8,82,9,6
3316,29-12-2020,25.8,86,2.8,2.9
3317,30-12-2020,26,84,9.3,0.3
3318,31-12-2020,26.1,87,1.9,2.2
3319,01-01-2021,25.7,88,10.5,0.4
3320,02-01-2021,26.9,79,20,1.5
3321,03-01-2021,26.5,83,10.9,1.5
3322,04-01-2021,27.3,82,0.2,1.8
3323,05-01-2021,26.5,80,11.2,1.6
3324,06-01-2021,26.2,86,7.6,1
3325,07-01-2021,26.1,88,43,1.5
3326,08-01-2021,26.8,86,11.6,1.1
3327,09-01-2021,26.1,87,1.6,0.4
3328,10-01-2021,26.4,87,18.7,3
3329,11-01-2021,26.3,87,0.5,1.1
3330,12-01-2021,25.6,88,10.8,4.3
3331,13-01-2021,26.7,84,12,0.2
3332,14-01-2021,26.8,86,12.3,1.1
3333,15-01-2021,26.9,81,12.7,1.9
3334,16-01-2021,27.1,81,13.1,1.2
3335,17-01-2021,26.7,84,9.3,6.3
3336,18-01-2021,26.3,88,3.5,1.3
3337,19-01-2021,26,82,4.1,0.4
3338,20-01-2021,26.6,84,84.5,1
3339,21-01-2021,26.3,86,13.6,3
3340,22-01-2021,24.8,89,14,1.3
3341,23-01-2021,26.5,88,14.5,1.4
3342,24-01-2021,24.4,93,2.8,2.3
3343,25-01-2021,25.6,89,3,1.4
3344,26-01-2021,24.2,94,18.1,2.4
3345,27-01-2021,25,92,34.8,0.5
3346,28-01-2021,25,87,22.3,1.5
3347,29-01-2021,25.3,88,32.3,1.5
3348,30-01-2021,25.6,88,8.6,1.6
3349,31-01-2021,25.9,90,0.7,0.2
3350,01-02-2021,26.2,88,19.1,1.8
3351,02-02-2021,26.7,87,32.8,3.6
3352,03-02-2021,25,92,71.5,3
3353,04-02-2021,25.6,90,2.9,1.8
3354,05-02-2021,26.5,88,56.6,5.6
3355,06-02-2021,27.4,83,25.4,3.7
3356,07-02-2021,26.5,91,4.5,4
3357,08-02-2021,27.2,85,58,0.9
3358,09-02-2021,26,88,26,1.9
3359,10-02-2021,26.6,86,2,0.8
3360,11-02-2021,26.8,84,16,2
3361,12-02-2021,26.2,86,19.7,3.5
3362,13-02-2021,26.8,89,20.4,2
3363,14-02-2021,27.1,86,0.2,2.1
3364,15-02-2021,26.8,88,7.8,0.5
3365,16-02-2021,26.3,88,5,4.4
3366,17-02-2021,25.5,88,12.5,2.2
3367,18-02-2021,24.3,93,4.9,2.3
3368,19-02-2021,25.7,86,80.3,2.3
3369,20-02-2021,26.6,84,60.1,2.4
3370,21-02-2021,26.9,83,14.5,1.4
3371,22-02-2021,27,83,21.2,8
3372,23-02-2021,26.8,87,21.9,2.5
3373,24-02-2021,26.8,84,18,2.6
3374,25-02-2021,26.8,84,18,2.5
3375,26-02-2021,26.8,85,11.3,3
3376,27-02-2021,27,80,5.2,4.6
3377,28-02-2021,27.8,78,22.7,2.7
3378,01-03-2021,28.5,74,3.4,0.2
3379,02-03-2021,27.1,84,3.5,0.2
3380,03-03-2021,26.7,84,0.4,0.2
3381,04-03-2021,27.5,83,3.6,0.2
3382,05-03-2021,26.8,88,0.3,0.2
3383,06-03-2021,25.4,92,26,0.2
3384,07-03-2021,26,87,5.9,1.8
3385,08-03-2021,25.7,87,0.6,0.2
3386,09-03-2021,26.9,79,3.7,0.2
3387,10-03-2021,26.4,83,4.7,0.3
3388,11-03-2021,25.7,84,23.4,0.3
3389,12-03-2021,26.5,85,3.8,0.3
3390,13-03-2021,27.3,82,3.9,0.3
3391,14-03-2021,25.4,84,4.1,0.3
3392,15-03-2021,26.6,84,14,0.3
3393,16-03-2021,27.8,74,4.2,0.3
3394,17-03-2021,27.6,78,4.3,0.3
3395,18-03-2021,27,84,4.5,0.3
3396,19-03-2021,27.4,85,2.3,0.3
3397,20-03-2021,26.5,82,7.7,0.4
3398,21-03-2021,27.2,82,4.6,4.5
3399,22-03-2021,27.9,78,4.8,0.4
3400,23-03-2021,27,82,4.9,0.4
3401,24-03-2021,26.6,85,5.1,0.4
3402,25-03-2021,26,88,5.3,0.4
3403,26-03-2021,27,84,5.4,0.4
3404,27-03-2021,27.4,84,0.8,0.4
3405,28-03-2021,28.6,79,2.9,0.4
3406,29-03-2021,27.9,85,0.4,0.5
3407,30-03-2021,26.5,89,5.6,0.5
3408,31-03-2021,27.2,84,15,0.5
3409,01-04-2021,26.3,84,0.3,0.1
3410,02-04-2021,28.2,79,6.8,1.2
3411,03-04-2021,25.7,90,70.6,2
3412,04-04-2021,27.3,85,2.5,1.3
3413,05-04-2021,27.1,84,7,1.3
3414,06-04-2021,27.8,78,1.2,3.6
3415,07-04-2021,25.9,87,10.5,1.4
3416,08-04-2021,27.8,80,1.2,5.1
3417,09-04-2021,27.5,84,0.2,0.4
3418,10-04-2021,27.1,81,2.7,1.4
3419,11-04-2021,27.5,82,3.4,1.5
3420,12-04-2021,27.8,79,7.2,0.4
3421,13-04-2021,26.7,85,0.2,1.5
3422,14-04-2021,27,86,0.4,1
3423,15-04-2021,25.4,89,45.2,1.5
3424,16-04-2021,27.3,83,38.5,1.6
3425,17-04-2021,27.5,84,7.5,3.3
3426,18-04-2021,27.3,86,5.5,1.6
3427,19-04-2021,28.3,80,7.7,1.7
3428,20-04-2021,26.1,88,13.4,1.8
3429,21-04-2021,27.4,78,8,1.8
3430,22-04-2021,28.2,80,8.3,2.2
3431,23-04-2021,27.7,78,8.5,1.8
3432,24-04-2021,27.8,76,8.8,1.9
3433,25-04-2021,28.1,78,0.1,1.1
3434,26-04-2021,28,78,9.1,1.9
3435,27-04-2021,28.4,81,9.4,5.4
3436,28-04-2021,26.7,86,0.2,2
3437,29-04-2021,27.2,82,7.2,0.1
3438,30-04-2021,27,81,9.7,7.5
3439,01-05-2021,28.1,84,0.2,2.9
3440,02-05-2021,28.5,82,3.6,0.9
3441,03-05-2021,28.2,78,9,5.2
3442,04-05-2021,27.3,82,9.3,2.5
3443,05-05-2021,27.6,85,4,3
3444,06-05-2021,26.8,88,5.2,7.7
3445,07-05-2021,28.8,78,1.8,3.1
3446,08-05-2021,28.3,84,0.6,2.4
3447,09-05-2021,28,80,42.9,4
3448,10-05-2021,28.5,78,4,7.5
3449,11-05-2021,28.8,76,0.3,0.8
3450,12-05-2021,29.2,79,9.6,3.3
3451,13-05-2021,28.2,82,9.9,4.7
3452,14-05-2021,28,78,25,5
3453,15-05-2021,28.8,76,0.1,3.4
3454,16-05-2021,28.3,82,1.5,5.2
3455,17-05-2021,27.8,84,10.2,3.5
3456,18-05-2021,26.8,83,65.7,2.1
3457,19-05-2021,27.7,80,10.6,7.2
3458,20-05-2021,27.2,81,10.9,4.5
3459,21-05-2021,26.3,88,0.2,3.6
3460,22-05-2021,27.1,84,31.5,3.7
3461,23-05-2021,27.2,84,11.2,3.8
3462,24-05-2021,28.1,82,11.6,5.1
3463,25-05-2021,27.2,84,8.6,7.8
3464,26-05-2021,28.3,77,12,4
3465,27-05-2021,28.1,81,12.4,7.7
3466,28-05-2021,27.4,84,8.1,4.1
3467,29-05-2021,25.7,91,48.5,6.5
3468,30-05-2021,27.8,82,20.8,4.2
3469,31-05-2021,26.7,91,6.5,5.8
3470,01-06-2021,26.8,86,18,1.3
3471,02-06-2021,26.2,86,19.9,1.3
3472,03-06-2021,27.6,84,13,1.3
3473,04-06-2021,28,85,7.9,2.9
3474,05-06-2021,27.4,83,5.5,1.3
3475,06-06-2021,27.4,83,8.2,1.4
3476,07-06-2021,27.1,81,8.4,1.4
3477,08-06-2021,27.8,81,1,1.5
3478,09-06-2021,27.5,80,8.7,2
3479,10-06-2021,27.7,80,9,1.5
3480,11-06-2021,26.9,85,57.8,1.6
3481,12-06-2021,26.8,85,9.3,1.6
3482,13-06-2021,26.9,85,12,1.2
3483,14-06-2021,27.2,82,1,1.5
3484,15-06-2021,26.4,85,9.6,1.7
3485,16-06-2021,24.8,92,64.8,1.7
3486,17-06-2021,26.4,86,0.2,1.8
3487,18-06-2021,25.4,92,1,1.8
3488,19-06-2021,25.7,91,18.5,5.5
3489,20-06-2021,26.1,87,9.9,1.9
3490,21-06-2021,25.1,88,3,1.9
3491,22-06-2021,26.3,81,2.5,2
3492,23-06-2021,25.6,87,10.3,2.1
3493,24-06-2021,25.4,90,15.7,5.9
3494,25-06-2021,27,80,0.5,2.2
3495,26-06-2021,26.3,80,10.6,2.2
3496,27-06-2021,25.7,87,11,5.2
3497,28-06-2021,26.4,86,0.5,3.6
3498,29-06-2021,26.3,86,11.3,2.3
3499,30-06-2021,25.5,94,1.9,9.8
3500,01-07-2021,25.7,88,5,5.6
3501,02-07-2021,26.7,79,0.2,1.5
3502,03-07-2021,27.2,78,3.2,1.5
3503,04-07-2021,28,78,3.3,1.6
3504,05-07-2021,27,81,3.4,0.3
3505,06-07-2021,27.1,78,19.8,1.6
3506,07-07-2021,26.9,77,3.5,5
3507,08-07-2021,26.7,78,3.6,2
3508,09-07-2021,27.3,76,3.7,2.7
3509,10-07-2021,27.9,81,3.8,4.6
3510,11-07-2021,27.5,84,4,1.7
3511,12-07-2021,27.4,77,17.3,4
3512,13-07-2021,25.2,86,4.1,1.7
3513,14-07-2021,26.3,80,4.2,2.2
3514,15-07-2021,26,81,4.4,2.8
3515,16-07-2021,26.2,79,4.5,1.8
3516,17-07-2021,26.8,77,4.6,7.1
3517,18-07-2021,26.5,76,4.8,2.2
3518,19-07-2021,26.4,86,4.9,0.6
3519,20-07-2021,26.5,85,0.4,4.7
3520,21-07-2021,27.4,80,4.9,1.9
3521,22-07-2021,27.6,79,5.1,1.9
3522,23-07-2021,26.2,86,0.2,0.3
3523,24-07-2021,25.9,86,5.3,2
3524,25-07-2021,26,78,50.3,2
3525,26-07-2021,26.1,78,5.4,2
3526,27-07-2021,26.7,73,5.6,2.2
3527,28-07-2021,25.6,76,5.8,2.3
3528,29-07-2021,26,76,6,2.3
3529,30-07-2021,27,79,6.2,2.4
3530,31-07-2021,26.7,87,6.4,2.4
3531,01-08-2021,26.3,85,54.8,2.6
3532,02-08-2021,27.3,82,23.2,2.7
3533,03-08-2021,27.5,80,8.1,2.8
3534,04-08-2021,27,85,8.4,8.2
3535,05-08-2021,24,94,71.7,5.2
3536,06-08-2021,26.7,78,5.8,2.9
3537,07-08-2021,26.9,81,8.6,7.9
3538,08-08-2021,27.9,79,8.9,3
3539,09-08-2021,27.9,80,9.2,4.2
3540,10-08-2021,26.1,88,41.9,3.6
3541,11-08-2021,27.2,79,9.5,3.1
3542,12-08-2021,27.4,72,9.8,1.5
3543,13-08-2021,25.9,83,10.1,4.1
3544,14-08-2021,27,83,10.5,3.2
3545,15-08-2021,27.7,71,10.8,3.5
3546,16-08-2021,26.7,77,11.1,3.3
3547,17-08-2021,27.4,78,11.5,5.3
3548,18-08-2021,26.5,86,11.9,5.9
3549,19-08-2021,25.7,83,11,3.4
3550,20-08-2021,26.2,82,1.6,1
3551,21-08-2021,25.6,86,8,3.4
3552,22-08-2021,26.8,83,4.6,1
3553,23-08-2021,27,82,12.3,3.5
3554,24-08-2021,26.6,86,12.6,3.6
3555,25-08-2021,27,79,28.8,10
3556,26-08-2021,27.2,74,13.1,3.7
3557,27-08-2021,26.9,77,13.5,3.2
3558,28-08-2021,27.1,76,13.9,8.2
3559,29-08-2021,25.9,84,14.4,3.8
3560,30-08-2021,26.9,84,14.8,5
3561,31-08-2021,25.5,87,15.3,4
3562,01-09-2021,26.7,82,17.5,7
3563,02-09-2021,26.9,78,8.3,1.3
3564,03-09-2021,27.8,76,8.7,7.2
3565,04-09-2021,27.7,78,9,6.4
3566,05-09-2021,27.1,82,9.3,3.6
3567,06-09-2021,26.9,84,0.8,3.9
3568,07-09-2021,25.9,85,1.2,3.8
3569,08-09-2021,25.2,88,20.9,4.4
3570,09-09-2021,26.8,78,82,7.8
3571,10-09-2021,26.8,77,9.6,7.8
3572,11-09-2021,27.3,80,9.9,8
3573,12-09-2021,27,85,10.2,4.2
3574,13-09-2021,27.3,81,11.5,7.5
3575,14-09-2021,24.7,89,38.5,4.9
3576,15-09-2021,26.7,85,6,3
3577,16-09-2021,28.5,76,13.5,6.8
3578,17-09-2021,28.2,78,0.5,3.1
3579,18-09-2021,28.7,73,1.7,7.8
3580,19-09-2021,26.3,85,10.6,4.5
3581,20-09-2021,27.7,76,14,5.6
3582,21-09-2021,26.3,82,10.9,1.8
3583,22-09-2021,27.3,79,35.9,8
3584,23-09-2021,28.2,75,11.3,8
3585,24-09-2021,27.9,78,11.6,8
3586,25-09-2021,28.3,77,12,5.8
3587,26-09-2021,26.9,82,12.4,4.5
3588,27-09-2021,27.3,82,12.8,0.4
3589,28-09-2021,27.6,81,6.6,4.4
3590,29-09-2021,26.6,85,0.2,6.3
3591,30-09-2021,27.4,82,0.7,2.9
3592,01-10-2021,28.2,79,44.3,5.9
3593,02-10-2021,27.8,79,9,0.5
